"행정구역","2015년_거주자 인구수","2015년_세대수","2015년_남자 인구수","2015년_여자 인구수","2016년_거주자 인구수","2016년_세대수","2016년_남자 인구수","2016년_여자 인구수","2017년_거주자 인구수","2017년_세대수","2017년_남자 인구수","2017년_여자 인구수","2018년_거주자 인구수","2018년_세대수","2018년_남자 인구수","2018년_여자 인구수","2019년_거주자 인구수","2019년_세대수","2019년_남자 인구수","2019년_여자 인구수","2020년_거주자 인구수","2020년_세대수","2020년_남자 인구수","2020년_여자 인구수","2021년_거주자 인구수","2021년_세대수","2021년_남자 인구수","2021년_여자 인구수","2022년_거주자 인구수","2022년_세대수","2022년_남자 인구수","2022년_여자 인구수"
"제주특별자치도  (5000000000)","619,655","252,686","311,193","308,462","636,383","262,560","320,091","316,292","651,730","273,755","328,329","323,401","661,617","282,453","333,103","328,514","665,360","288,475","334,676","330,684","669,177","297,535","336,074","333,103","672,808","304,448","337,285","335,523","674,620","308,632","337,767","336,853"
